sample,foldername,peak_assignment,hplc_machine,peaks_manual,peaks_autofitting,background_substraction,setting_background_substraction,fitting_boundaries,time_window,notes
Blon_1_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_2_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_2_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_2_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_3_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_3_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_3_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_4_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_4_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_4_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_5_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_5_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_5_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Blon_6_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_1_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_1_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.6,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_2_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_2_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.6,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_3_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_3_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.05,22.6,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_4_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.5,0.1]","[12,37]",
Btet_01,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,18.2,19.6,20.3,20.8,21.2,23,24.4]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_02,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_03,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_04,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_05,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Btet_06,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,22.7,23.9,26.2,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.2,0.0,-0.1,10,0.2,0.8,0.1]","[12,37]",
Caer_1_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.8,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_1_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_1_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.3,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_1_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.8,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Caer_2_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.8,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_2_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_2_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.3,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_2_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.8,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Caer_3_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.8,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_3_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_3_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.3,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_3_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.8,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Caer_4_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.1,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_4_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.3,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_4_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.8,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Caer_5_FP14-1,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,21.3,22.0,22.7,23.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Caer_5_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.8,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.8,0.1]","[12,37]",
Erec_1_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_1_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_1_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_2_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_2_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_2_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_3_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_3_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_3_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_4_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_4_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_4_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_5_FP08,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,20.95,22.05,23.0,23.9,25.9,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_5_FP09,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Erec_5_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.8,15.2,17.9,19.3,20.05,20.6,22.1,22.7,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[12,37]",
Fpra_1_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_1_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_2_FP10,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_2_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_2_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_3_FP10,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_3_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_3_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_4_FP10,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_4_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_4_FP14-2,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_5_FP10,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.6,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
Fpra_5_FP11,Zur_Newruns_2023_June,peakinfo_standard_Zurich,Zurich_ThermoUltimate_3000,"[12.7,17.9,19.3,20.05,20.6,22.1,22.9,23.9,25.7,28.1,35.8]",TRUE,TRUE,80,"[0.1,0.3,0.0,-0.1,10,0.3,0.5,0.1]","[8,37]",
